Node,Occupancy,Room Name
437,0,STAFF OFFICE
448,0,STAFF OFFICE
466,16,OPEN HUDDLE
431,22,COLLAB HUB
513,0,RECEPTION
433,0,PUBLIC CORR
452,0,OFFICE
453,0,OFFICE
454,0,OFFICE
455,0,OFFICE
456,0,OFFICE
458,0,OFFICE
459,0,OFFICE
461,0,TOILET
464,0,ELECT
465,0,TOILET
489,0,ADMIN COR.
492,0,ADMIN ENTRY
494,0,DATA
506,0,DF
507,0,OFFICE
438,0,PANTRY
439,21,COLLAB HUB
491,0,ADMIN ENTRY
441,0,ELEVATOR
501,0,VENDING / TRASH+RECYCLING
514,0,ELEVATOR
442,0,STAIR 02
443,0,OFFICE
444,0,OFFICE
446,0,OFFICE
447,0,OFFICE
449,0,OFFICE
450,0,OFFICE
451,0,OFFICE
477,0,CHAIR OFFICE
445,0,OFFICE
460,0,TOILET
519,0,JAN
462,0,CLO.
463,0,TOILET
500,0,WORKRM/STOR
467,0,OFFICE
468,0,OFFICE
469,0,OFFICE
470,0,OFFICE
471,0,OFFICE
472,0,OFFICE
473,0,OFFICE
475,0,OFFICE
478,0,OFFICE
479,0,OFFICE
474,0,OFFICE
476,0,OFFICE
482,0,OFFICE
480,0,CHAIR OFFICE
488,0,STAIR 03
499,0,CONF(12)
504,0,CONF(8)
517,0,CLO.
493,0,STAIR 04
508,0,ELECT
520,0,EQUIP.
521,0,SIM: MH
534,0,DEBRIEF
577,0,EXAM SUITE CORRIDOR
592,0,STAIR 01
602,0,CONTROL
605,0,STORAGE
611,0,EAST ATRIUM
626,0,CORRIDOR
522,0,EXAM
523,0,EXAM
524,0,EXAM
526,0,EXAM
527,0,EXAM
525,0,EXAM
529,0,EXAM
530,0,EXAM
531,0,EXAM
573,0,EXAM
528,0,SP LOUNGE
536,0,SP DRESSING
578,0,SP STORAGE
606,0,SIM STAFF
614,0,SP DRESSING
532,0,DEBRIEF
533,0,DEBRIEF
537,0,PREBRIEF
539,0,SUPPLY/EQUIPMENT STORAGE
540,0,MANIKIN PREP
549,0,DEBRIEF
623,0,LOCKERS
535,0,OFFICE
552,0,OFFICE
556,0,OFFICE
589,0,OFFICE
613,0,ADMIN CORR.
538,0,PREBRIEF
550,0,DEBRIEF
595,0,QUEUE
610,0,WEST ATRIUM
541,0,MED
576,0,BREAK /OFFICE
579,0,PATIENT UNIT CORRIDOR
542,0,LINEN
547,0,SUPPLY
622,0,MULTIPATIENT SIMULATION
543,0,SIM: CC
544,0,SIM: CC
545,0,SIM: MS
546,0,SIM: MS
548,0,SIM: FLEX
562,0,CONTROL
567,0,STORAGE
600,0,PATIENT UNIT CORRIDOR
551,0,MULTIPATIENT CONTROL
553,0,ASSOC. DEAN
554,0,OFFICE
555,0,OFFICE
560,0,ASSIST. DEAN
558,0,WORKRM/ STOR
584,0,TOILET
587,0,TOILET
594,0,PUBLIC CORR.
563,0,CONTROL
564,0,CONTROL
565,0,CONTROL
566,0,CONTROL
585,0,ELECT
568,0,ELEVATOR
621,0,ELEVATOR
569,0,SIM: LD
570,0,SIM: LD BATH
601,0,PATIENT UNIT CORRIDOR
571,0,CONTROL
604,0,STORAGE
572,0,SUPPLY
574,0,DEBRIEF / PREBRIEF (SP open)
575,0,SP CONTROL
599,0,STAIR 02
580,0,WS
581,0,WS
582,0,WS
583,0,CLO.
586,0,DATA
590,0,TOILET
591,0,TOILET
625,0,MAINT CLOSET
607,0,DF
608,0,VENDING / TRASH+RECYCLING
593,0,STAIR 03
603,0,SIMULATION AV EQUIPMENT
597,0,ADMIN ENTRY
620,0,WAITING / PREFUNCTION
612,0,PUBLIC CORR.
615,0,DEAN'S EXECUTIVE EDUCATION
618,0,ADMIN CORRIDOR
616,0,DEAN
617,0,ADMIN. COORD.
624,0,TOILET
376,0,PUBLIC (STAIR)
598,0,STAIR 04
